name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;620;0;549;3153;1486;3153;1818;0
header;250;197;250;236;1873;236;1873;197
A;1592;120;1592;121;1592;121;1592;120
A;1676;167;1676;169;1677;169;1677;167
A;1262;515;1262;517;1262;517;1262;515
A;932;880;932;882;933;882;933;880
A;1104;1124;1104;1124;1104;1124;1104;1124
B;1294;1547;1294;1567;1310;1567;1310;1547
B;1365;1594;1365;1615;1382;1615;1382;1594
C;988;1739;988;1760;1004;1760;1004;1739
C;718;1834;718;1854;734;1854;734;1834
A;626;1881;626;1886;632;1886;632;1881
B;1170;1882;1170;1903;1187;1903;1187;1882
A;795;2138;795;2138;796;2138;796;2138
A;1443;2155;1443;2159;1448;2159;1448;2155
B;925;2774;925;2795;942;2795;942;2774
A;687;2852;687;2855;688;2855;688;2852
A;656;3096;656;3096;656;3096;656;3096
